"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store","addr member"
"379400","dạ c cần mua sản phẩm nào ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379401","Khách 31: 265k đúng ko ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379402","Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/DoHoaiPhuong1613/videos/286645372490387/?comment_id=4060616437289016)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379403","Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/DoHoaiPhuong1613/videos/1784994691653525/?comment_id=353452462585350)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379404","Khách 31: Minhg mua 2 váy hồng hình trc với 1 váy vàng hình 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379405","Khách 31: Shop còn 2 mẫu nayg ko","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379406","Khách 31: Hopm qua bận nên ko coi live","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379407","Khách 31: Ok lắm ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379408","Khách 31: Tớ nhận hàng đc rồi nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379409","Khách 31: Bạn ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379410","onversation: Khách 32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379411","Khách 32: shop kt dùm mình nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379412","Khách 32: ok cám ơn shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379413","e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379414","Khách 32: shop ơi chiều hôm qua lúc 16:59 mình có chuyển khoản cho shop. shop kiểm tra lại giúp mình. tên là An an tran chuyển khoản","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379415","Khách 32: shop kiểm tra dùm mình nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379416","Khách 32: ,","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379417","Khách 32: Ok . Cám ơn shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379418","Dạ chị mẫu này bên shop tạm hết ạ. Khi nào về lại chị Phương sẽ live lại ạ, lúc đó chị đặt lại giúp e nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379419","Khách 32: An an tranxxxxx","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379420","Khách 32: Shop ơi túi đá này còn k vậy. Chốt cho mình 1 cái nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379421","e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379422","Khách 32: mình gửi shop kiểm tra dùm nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379423","Chị chuyển khoản vui lòng để nội dung là tên facebook đặt hàng An An Tran và gửi giúp em màn hình giao dịch để bên em check cho chị nhanh hơn nhé!","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379424","Khách 32: cho mình số tk nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379425","Khách 32: ok","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379426","Khách 32: ok shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379427","E NHẬN DC R Ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379428","Khách 32: Ok shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379429","Cảm phiền chị đợi giúp em một xíu nhé! Em xác nhận sẽ báo lại chị liền ạ! Em cảm ơn chị ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379430","Khách 32: Shop kiểm tra dùm nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379431","Khách 32: ok shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379432","Chị chuyển khoản vui lòng để nội dung là tên facebook đặt hàng An An Tran và gửi giúp em màn hình giao dịch để bên em check cho chị nhanh hơn nhé!","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379433","Khách 32: cho xin bill để biết số tiền lun nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379434","Khách 32: mình là An an tran shop vừa gọi điện","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379435","dạ đây ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379436","Khách 32: cho mình xin thông tin để chuyển khoản","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379437","dạ c cần tư vấn gì ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379438","Khách 32: (Gửi qua đường bưu điện)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379439","Khách 32: Đc: bưu cục lò vôi-phước hưng- long điền- bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379440","Khách 32: An tranxxxxx","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379441","Khách 32: 2 set 2 màu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379442","Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379443","Khách 32: Liên hệ tư vấn viên","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379444","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379445","Khách 32: ( gửi qua đường bưu điện)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379446","Khách 32: Đc: bưu cục lò vôi- phước hưng- long điền- bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379447","Khách 32: An tranxxxxx","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379448","Khách 32: 2 set 2 màu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379449","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379450","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379451","Khách 32: Đc: bưu cục lò vôi- phước hưng- long điền- bà rịa vũng tàu ( gửi qua đường bưu điện)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379452","Khách 32: An tranxxxxx","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379453","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379454","Khách 32: Set 195k lấy 2 màu kem + trắng","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379455","An Tran vui lòng chụp màn hình mẫu muốn đặt kèm thông tin giúp em nhé ( địa chỉ + điện thoại ) để tiện cho việc chốt hàng  hoặc có thể liên hệ hotline : 0251.730.9099 ấn phím 1 để Đỗ Hoài Phương Boutique hỗ trợ nhanh nhất nhé . thanks An Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379456","Khách 32: Đặt Hàng","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379457","Chào anh/chị An Tran !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379458","Chào mừng Bạn An Tran!! Cảm ơn Bạn đã liên hệ với Đỗ Hoài Phương Boutique. Chúng tôi có thể giúp gì cho Bạn ạ?.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379459","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379460","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379461","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379462","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379463","Khách 32: Get Started","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379464","Khách 32: Ok. Cám ơn shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379465","vậy c đợi bạn gọi chốt giúp e","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379466","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379467","Khách 32: Thấy có đọc tên rồi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379468","c có đươn trên live chưa c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379469","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379470","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379471","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379472","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379473","Khách 32: Àh. Cám ơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379474","dạ bên e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379475","Khách 32: Sh ơi kt dùm tiền đã qua sh chưa","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379476","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379477","Khách 32: Hôm qua mình có chuyển tiền cho bên shop, không biết sh nhận được chưa vậy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379478","dạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379479","Khách 32: Kt dùm mình nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379480","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379481","Khách 32: Mình chuỷen rồi nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379482","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379483","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379484","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379485","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379486","Khách 32: Ok. Shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379487","dạ e nhận dc r c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379488","Khách 32: Ok. Báo tn khỏi gọi vì mình đang họp. Cám ơn shop nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379489","dạ c đợi e xác nhận e báo lại c liền nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379490","Khách 32: Mình chuyển rồi, shop kt dùm nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379491","Khách 32: Vậy bill là 1065k đúng k shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379492","2 quần 79x2= 158","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379493","  79","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379494","     99","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379495","a 195","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379496","ắng 150","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379497","ro  199","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379498","de  185","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379499","dạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379500","Khách 32: Quần 79k mình lấy thêm 1 cái nữa được không shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379501","Khách 32: Có đơn hàng k shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379502","c chuyển giúp e 986k nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379503","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379504","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379505","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379506","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379507","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379508","Để em kiểm tra lại ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379509","Khách 32: Mình chuyển rồi, shop kiểm tra lại dùm nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379510","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379511","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379512","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379513","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379514","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379515","Khách 32: 1 set 195k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379516","Khách 32: An tranxxxxx Đc: bưu cục lò vôi- phước hưng- long điền- bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379517","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379518","Khách 32: Set này còn k shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379519","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379520","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379521","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379522","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379523","Khách 32: Shop nhận được tiền mình ck chưa vậy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379524","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379525","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379526","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379527","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379528","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379529","Dạ c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379530","Khách 32: Uh đúng rồi shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379531","E gửi về địa chỉ cũ c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379532","Khách 32: Ok shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379533","E cảm ơn c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379534","Dạ e nhận dc r c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379535","Dạ c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379536","Khách 32: Ok để mình chuyển","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379537","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379538","Khách 32: Ok shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379539","E cảm ơn c ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379540","Dạ e nhận dc r c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379541","Khách 32: Ok mình nhận dc rồi, để mình chuyển","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379542","E gửi bill c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379543","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379544","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379545","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379546","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379547","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379548","Khách 32: Ok. Cám ơn shop. Có j nếu mình chưa nhận được hàng thì shop thông cảm nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379549","Dạ e nhận dc r nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379550","C chụp giao dịch gửi qua giúp e nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379551","Khách 32: Ok shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379552","E gửi bill c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379553","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379554","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379555","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379556","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379557","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379558","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379559","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379560","Khách 32: An tranxxxxx Đc: bưu cục lò vôi - ấp lò vôi- phước hưng long điền- bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379561","Khách 32: Set 175 : 2 màu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379562","ác kem 140","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379563"," 99k : 2 màu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379564","Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379565","Khách 32: Liên hệ tư vấn viên","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379566","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379567","Khách 32: Set 175 : 2 màu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379568","ác kem 140","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379569"," 99k : 2 màu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379570","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379571","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379572","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379573","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379574","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379575","Khách 32: An tranxxxxx Đc: bưu cục lò vôi- phước hưng- long điền - bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379576","Khách 32: Vậy cho mình set sọc xanh nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379577","đầm body còn màu trắng ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379578","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379579","Khách 32: Set soc xanh 140 và body sọc 120","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379580","Khách 32: Mình muốn hỏi 2 mẫu này còn không vậy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379581","Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379582","Khách 32: Liên hệ tư vấn viên","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379583","Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379584","Khách 32: Shop ơi còn 2 mẫu này không vậy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379585","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379586","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379587","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379588","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379589","Khách 32: Dạ. Cám ơn shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379590","dạ tạm hêt c ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379591","Khách 32: Set này shop còn k ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379592","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379593","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379594","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379595","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379596","Khách 32: Gửi theo địa chỉ:","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379597","c lò vôi- ấp lò vôi- phước hưng- long điền bà rịa vũng tàu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379598","Khách 32: Ok shop kt lại dùm","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379599","Dạ để em kt lại ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379600","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379601","Khách 32: Mình chuyển 2 lần : 825k + 70k= 895k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379602","iểm tra lại giúp mình","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379603","Khách 32: Đc: bưu cục lò vôi- ấp lò vôi- phước hưng- long điền bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379604","Khách 32: Sh kiểm tra dùm mình","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379605","Chị ck xong chụp giao dịch giup em nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379606","Khách 32: Cho mình xin stk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379607","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379608","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379609","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379610","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379611","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
